r_x,f,t,y,m,r_y,l,r,UseByTechnologyByMode
RE1,WTRRUN,RSCHYD,2034,1,RE1,S22,RE1,18.28
RE1,WTRRUN,RSCHYD,2035,1,RE1,S22,RE1,18.274
RE1,ELC002,DEMAGRGWTWAT,2022,1,RE1,SummerDay,RE1,0.0603
RE1,ELC002,DEMAGRGWTWAT,2023,1,RE1,SummerDay,RE1,0.127
RE1,ELC002,DEMAGRGWTWAT,2024,1,RE1,SummerDay,RE1,0.1089
RE1,ELC002,DEMAGRGWTWAT,2025,1,RE1,SummerDay,RE1,0.0907
RE1,ELC002,DEMAGRGWTWAT,2026,1,RE1,SummerDay,RE1,0.0726
RE1,ELC002,DEMAGRGWTWAT,2027,1,RE1,SummerDay,RE1,0.0544
RE1,ELC002,DEMAGRGWTWAT,2028,1,RE1,SummerDay,RE1,0.0363
RE1,ELC002,DEMAGRGWTWAT,2029,1,RE1,SummerDay,RE1,0.0181
RE1,WTRGWT,DEMAGRGWTWAT,2022,1,RE1,SummerDay,RE1,0.0558
RE1,WTRGWT,DEMAGRGWTWAT,2023,1,RE1,SummerDay,RE1,0.1176
RE1,WTRGWT,DEMAGRGWTWAT,2024,1,RE1,SummerDay,RE1,0.1008
RE1,WTRGWT,DEMAGRGWTWAT,2025,1,RE1,SummerDay,RE1,0.084
RE1,WTRGWT,DEMAGRGWTWAT,2026,1,RE1,SummerDay,RE1,0.0672
RE1,WTRGWT,DEMAGRGWTWAT,2027,1,RE1,SummerDay,RE1,0.0504
RE1,WTRGWT,DEMAGRGWTWAT,2028,1,RE1,SummerDay,RE1,0.0336
RE1,WTRGWT,DEMAGRGWTWAT,2029,1,RE1,SummerDay,RE1,0.0168
RE1,ELC002,DEMAGRSURWAT,2020,1,RE1,SummerDay,RE1,0.1442
RE1,ELC002,DEMAGRSURWAT,2021,1,RE1,SummerDay,RE1,0.2098
RE1,ELC002,DEMAGRSURWAT,2022,1,RE1,SummerDay,RE1,0.2312
RE1,ELC002,DEMAGRSURWAT,2023,1,RE1,SummerDay,RE1,0.2472
RE1,ELC002,DEMAGRSURWAT,2024,1,RE1,SummerDay,RE1,0.4201
RE1,ELC002,DEMAGRSURWAT,2025,1,RE1,SummerDay,RE1,0.681
RE1,ELC002,DEMAGRSURWAT,2026,1,RE1,SummerDay,RE1,0.7128
RE1,ELC002,DEMAGRSURWAT,2027,1,RE1,SummerDay,RE1,0.7448
RE1,ELC002,DEMAGRSURWAT,2028,1,RE1,SummerDay,RE1,0.78
RE1,ELC002,DEMAGRSURWAT,2029,1,RE1,SummerDay,RE1,0.8153
RE1,ELC002,DEMAGRSURWAT,2030,1,RE1,SummerDay,RE1,0.8509
RE1,ELC002,DEMAGRSURWAT,2031,1,RE1,SummerDay,RE1,0.8722
RE1,ELC002,DEMAGRSURWAT,2032,1,RE1,SummerDay,RE1,0.8937
RE1,ELC002,DEMAGRSURWAT,2033,1,RE1,SummerDay,RE1,0.9153
RE1,ELC002,DEMAGRSURWAT,2034,1,RE1,SummerDay,RE1,0.937
RE1,ELC002,DEMAGRSURWAT,2035,1,RE1,SummerDay,RE1,0.9591
RE1,WTRSUR,DEMAGRSURWAT,2020,1,RE1,SummerDay,RE1,0.1677
RE1,WTRSUR,DEMAGRSURWAT,2021,1,RE1,SummerDay,RE1,0.2439
RE1,WTRSUR,DEMAGRSURWAT,2022,1,RE1,SummerDay,RE1,0.2688
RE1,WTRSUR,DEMAGRSURWAT,2023,1,RE1,SummerDay,RE1,0.2874
RE1,WTRSUR,DEMAGRSURWAT,2024,1,RE1,SummerDay,RE1,0.4884
RE1,WTRSUR,DEMAGRSURWAT,2025,1,RE1,SummerDay,RE1,0.7919
RE1,WTRSUR,DEMAGRSURWAT,2026,1,RE1,SummerDay,RE1,0.8288
RE1,WTRSUR,DEMAGRSURWAT,2027,1,RE1,SummerDay,RE1,0.8661
RE1,WTRSUR,DEMAGRSURWAT,2028,1,RE1,SummerDay,RE1,0.9069
RE1,WTRSUR,DEMAGRSURWAT,2029,1,RE1,SummerDay,RE1,0.948
RE1,WTRSUR,DEMAGRSURWAT,2030,1,RE1,SummerDay,RE1,0.9894
RE1,WTRSUR,DEMAGRSURWAT,2031,1,RE1,SummerDay,RE1,1.0141
RE1,WTRSUR,DEMAGRSURWAT,2032,1,RE1,SummerDay,RE1,1.0391
RE1,WTRSUR,DEMAGRSURWAT,2033,1,RE1,SummerDay,RE1,1.0643
RE1,WTRSUR,DEMAGRSURWAT,2034,1,RE1,SummerDay,RE1,1.0895
RE1,WTRSUR,DEMAGRSURWAT,2035,1,RE1,SummerDay,RE1,1.1152
RE1,ELC002,DEMPUBGWTWAT,2020,1,RE1,SummerDay,RE1,1.0682
RE1,ELC002,DEMPUBGWTWAT,2021,1,RE1,SummerDay,RE1,1.0806
RE1,ELC002,DEMPUBGWTWAT,2022,1,RE1,SummerDay,RE1,1.0738
RE1,ELC002,DEMPUBGWTWAT,2023,1,RE1,SummerDay,RE1,1.0667
RE1,ELC002,DEMPUBGWTWAT,2024,1,RE1,SummerDay,RE1,1.0593
RE1,ELC002,DEMPUBGWTWAT,2025,1,RE1,SummerDay,RE1,1.0516
RE1,ELC002,DEMPUBGWTWAT,2026,1,RE1,SummerDay,RE1,1.0435
RE1,ELC002,DEMPUBGWTWAT,2027,1,RE1,SummerDay,RE1,1.0353
RE1,ELC002,DEMPUBGWTWAT,2028,1,RE1,SummerDay,RE1,1.0264
RE1,ELC002,DEMPUBGWTWAT,2029,1,RE1,SummerDay,RE1,1.0174
RE1,ELC002,DEMPUBGWTWAT,2030,1,RE1,SummerDay,RE1,1.0078
RE1,ELC002,DEMPUBGWTWAT,2031,1,RE1,SummerDay,RE1,0.998
RE1,ELC002,DEMPUBGWTWAT,2032,1,RE1,SummerDay,RE1,0.9878
RE1,ELC002,DEMPUBGWTWAT,2033,1,RE1,SummerDay,RE1,0.977
RE1,ELC002,DEMPUBGWTWAT,2034,1,RE1,SummerDay,RE1,0.9658
RE1,ELC002,DEMPUBGWTWAT,2035,1,RE1,SummerDay,RE1,0.9541
RE1,WTRGWT,DEMPUBGWTWAT,2020,1,RE1,SummerDay,RE1,0.2525
RE1,WTRGWT,DEMPUBGWTWAT,2021,1,RE1,SummerDay,RE1,0.2555
RE1,WTRGWT,DEMPUBGWTWAT,2022,1,RE1,SummerDay,RE1,0.2538
RE1,WTRGWT,DEMPUBGWTWAT,2023,1,RE1,SummerDay,RE1,0.2522
RE1,WTRGWT,DEMPUBGWTWAT,2024,1,RE1,SummerDay,RE1,0.2504
RE1,WTRGWT,DEMPUBGWTWAT,2025,1,RE1,SummerDay,RE1,0.2486
RE1,WTRGWT,DEMPUBGWTWAT,2026,1,RE1,SummerDay,RE1,0.2467
RE1,WTRGWT,DEMPUBGWTWAT,2027,1,RE1,SummerDay,RE1,0.2447
RE1,WTRGWT,DEMPUBGWTWAT,2028,1,RE1,SummerDay,RE1,0.2427
RE1,WTRGWT,DEMPUBGWTWAT,2029,1,RE1,SummerDay,RE1,0.2405
RE1,WTRGWT,DEMPUBGWTWAT,2030,1,RE1,SummerDay,RE1,0.2383
RE1,WTRGWT,DEMPUBGWTWAT,2031,1,RE1,SummerDay,RE1,0.2359
RE1,WTRGWT,DEMPUBGWTWAT,2032,1,RE1,SummerDay,RE1,0.2335
RE1,WTRGWT,DEMPUBGWTWAT,2033,1,RE1,SummerDay,RE1,0.231
RE1,WTRGWT,DEMPUBGWTWAT,2034,1,RE1,SummerDay,RE1,0.2283
RE1,WTRGWT,DEMPUBGWTWAT,2035,1,RE1,SummerDay,RE1,0.2256
RE1,ELC002,DEMPUBSURWAT,2020,1,RE1,SummerDay,RE1,0.7864
RE1,ELC002,DEMPUBSURWAT,2021,1,RE1,SummerDay,RE1,0.884
RE1,ELC002,DEMPUBSURWAT,2022,1,RE1,SummerDay,RE1,1.0006
RE1,ELC002,DEMPUBSURWAT,2023,1,RE1,SummerDay,RE1,1.1202
RE1,ELC002,DEMPUBSURWAT,2024,1,RE1,SummerDay,RE1,1.2446
RE1,ELC002,DEMPUBSURWAT,2025,1,RE1,SummerDay,RE1,1.3752
RE1,ELC002,DEMPUBSURWAT,2026,1,RE1,SummerDay,RE1,1.5106
RE1,ELC002,DEMPUBSURWAT,2027,1,RE1,SummerDay,RE1,1.6508
RE1,ELC002,DEMPUBSURWAT,2028,1,RE1,SummerDay,RE1,1.7988
RE1,ELC002,DEMPUBSURWAT,2029,1,RE1,SummerDay,RE1,1.9515
RE1,ELC002,DEMPUBSURWAT,2030,1,RE1,SummerDay,RE1,2.1121
RE1,ELC002,DEMPUBSURWAT,2031,1,RE1,SummerDay,RE1,2.279
RE1,ELC002,DEMPUBSURWAT,2032,1,RE1,SummerDay,RE1,2.4522
RE1,ELC002,DEMPUBSURWAT,2033,1,RE1,SummerDay,RE1,2.6333
RE1,ELC002,DEMPUBSURWAT,2034,1,RE1,SummerDay,RE1,2.8222
RE1,ELC002,DEMPUBSURWAT,2035,1,RE1,SummerDay,RE1,3.0205
RE1,WTRSUR,DEMPUBSURWAT,2020,1,RE1,SummerDay,RE1,0.2789
RE1,WTRSUR,DEMPUBSURWAT,2021,1,RE1,SummerDay,RE1,0.3135
RE1,WTRSUR,DEMPUBSURWAT,2022,1,RE1,SummerDay,RE1,0.3548
RE1,WTRSUR,DEMPUBSURWAT,2023,1,RE1,SummerDay,RE1,0.3972
RE1,WTRSUR,DEMPUBSURWAT,2024,1,RE1,SummerDay,RE1,0.4413
RE1,WTRSUR,DEMPUBSURWAT,2025,1,RE1,SummerDay,RE1,0.4877
RE1,WTRSUR,DEMPUBSURWAT,2026,1,RE1,SummerDay,RE1,0.5357
RE1,WTRSUR,DEMPUBSURWAT,2027,1,RE1,SummerDay,RE1,0.5854
RE1,WTRSUR,DEMPUBSURWAT,2028,1,RE1,SummerDay,RE1,0.6379
RE1,WTRSUR,DEMPUBSURWAT,2029,1,RE1,SummerDay,RE1,0.692
RE1,WTRSUR,DEMPUBSURWAT,2030,1,RE1,SummerDay,RE1,0.749
RE1,WTRSUR,DEMPUBSURWAT,2031,1,RE1,SummerDay,RE1,0.8081
RE1,WTRSUR,DEMPUBSURWAT,2032,1,RE1,SummerDay,RE1,0.8696
RE1,WTRSUR,DEMPUBSURWAT,2033,1,RE1,SummerDay,RE1,0.9338
RE1,WTRSUR,DEMPUBSURWAT,2034,1,RE1,SummerDay,RE1,1.0008
RE1,WTRSUR,DEMPUBSURWAT,2035,1,RE1,SummerDay,RE1,1.0711
RE1,ELC002,DEMPWRSURWAT,2020,1,RE1,SummerDay,RE1,0.0298
RE1,ELC002,DEMPWRSURWAT,2021,1,RE1,SummerDay,RE1,0.0334
RE1,ELC002,DEMPWRSURWAT,2022,1,RE1,SummerDay,RE1,0.0379
RE1,ELC002,DEMPWRSURWAT,2023,1,RE1,SummerDay,RE1,0.0421
RE1,ELC002,DEMPWRSURWAT,2024,1,RE1,SummerDay,RE1,0.0461
RE1,ELC002,DEMPWRSURWAT,2025,1,RE1,SummerDay,RE1,0.0498
RE1,ELC002,DEMPWRSURWAT,2026,1,RE1,SummerDay,RE1,0.0539
RE1,ELC002,DEMPWRSURWAT,2027,1,RE1,SummerDay,RE1,0.0587
RE1,ELC002,DEMPWRSURWAT,2028,1,RE1,SummerDay,RE1,0.0638
RE1,ELC002,DEMPWRSURWAT,2029,1,RE1,SummerDay,RE1,0.0693
RE1,ELC002,DEMPWRSURWAT,2030,1,RE1,SummerDay,RE1,0.0729
RE1,ELC002,DEMPWRSURWAT,2031,1,RE1,SummerDay,RE1,0.0774
RE1,ELC002,DEMPWRSURWAT,2032,1,RE1,SummerDay,RE1,0.0852
RE1,ELC002,DEMPWRSURWAT,2033,1,RE1,SummerDay,RE1,0.0918
RE1,ELC002,DEMPWRSURWAT,2034,1,RE1,SummerDay,RE1,0.0989
RE1,ELC002,DEMPWRSURWAT,2035,1,RE1,SummerDay,RE1,0.1063
RE1,WTRSUR,DEMPWRSURWAT,2020,1,RE1,SummerDay,RE1,0.0106
RE1,WTRSUR,DEMPWRSURWAT,2021,1,RE1,SummerDay,RE1,0.0119
RE1,WTRSUR,DEMPWRSURWAT,2022,1,RE1,SummerDay,RE1,0.0134
RE1,WTRSUR,DEMPWRSURWAT,2023,1,RE1,SummerDay,RE1,0.0149
RE1,WTRSUR,DEMPWRSURWAT,2024,1,RE1,SummerDay,RE1,0.0164
RE1,WTRSUR,DEMPWRSURWAT,2025,1,RE1,SummerDay,RE1,0.0177
RE1,WTRSUR,DEMPWRSURWAT,2026,1,RE1,SummerDay,RE1,0.0191
RE1,WTRSUR,DEMPWRSURWAT,2027,1,RE1,SummerDay,RE1,0.0208
RE1,WTRSUR,DEMPWRSURWAT,2028,1,RE1,SummerDay,RE1,0.0226
RE1,WTRSUR,DEMPWRSURWAT,2029,1,RE1,SummerDay,RE1,0.0246
RE1,WTRSUR,DEMPWRSURWAT,2030,1,RE1,SummerDay,RE1,0.0258
RE1,WTRSUR,DEMPWRSURWAT,2031,1,RE1,SummerDay,RE1,0.0275
RE1,WTRSUR,DEMPWRSURWAT,2032,1,RE1,SummerDay,RE1,0.0302
RE1,WTRSUR,DEMPWRSURWAT,2033,1,RE1,SummerDay,RE1,0.0326
RE1,WTRSUR,DEMPWRSURWAT,2034,1,RE1,SummerDay,RE1,0.0351
RE1,WTRSUR,DEMPWRSURWAT,2035,1,RE1,SummerDay,RE1,0.0377
RE1,CRPMAI,DEMTRABIO,2020,1,RE1,SummerDay,RE1,0.3981
RE1,CRPMAI,DEMTRABIO,2021,1,RE1,SummerDay,RE1,0.4101
RE1,CRPMAI,DEMTRABIO,2022,1,RE1,SummerDay,RE1,0.422
RE1,CRPMAI,DEMTRABIO,2023,1,RE1,SummerDay,RE1,0.4339
RE1,CRPMAI,DEMTRABIO,2024,1,RE1,SummerDay,RE1,0.4459
RE1,CRPMAI,DEMTRABIO,2025,1,RE1,SummerDay,RE1,0.4618
RE1,CRPMAI,DEMTRABIO,2026,1,RE1,SummerDay,RE1,0.4738
RE1,CRPMAI,DEMTRABIO,2027,1,RE1,SummerDay,RE1,0.4857
RE1,CRPMAI,DEMTRABIO,2028,1,RE1,SummerDay,RE1,0.5016
RE1,CRPMAI,DEMTRABIO,2029,1,RE1,SummerDay,RE1,0.5175
RE1,CRPMAI,DEMTRABIO,2030,1,RE1,SummerDay,RE1,0.5335
RE1,CRPMAI,DEMTRABIO,2031,1,RE1,SummerDay,RE1,0.5494
RE1,CRPMAI,DEMTRABIO,2032,1,RE1,SummerDay,RE1,0.5653
RE1,CRPMAI,DEMTRABIO,2033,1,RE1,SummerDay,RE1,0.5812
RE1,CRPMAI,DEMTRABIO,2034,1,RE1,SummerDay,RE1,0.5972
RE1,CRPMAI,DEMTRABIO,2035,1,RE1,SummerDay,RE1,0.6131
RE1,LND,LNDBLT,2020,1,RE1,SummerDay,RE1,5.04
RE1,LND,LNDBLT,2021,1,RE1,SummerDay,RE1,5.1072
RE1,LND,LNDBLT,2022,1,RE1,SummerDay,RE1,5.1408
RE1,LND,LNDBLT,2023,1,RE1,SummerDay,RE1,5.208
RE1,LND,LNDBLT,2024,1,RE1,SummerDay,RE1,5.2416
RE1,LND,LNDBLT,2025,1,RE1,SummerDay,RE1,5.3088
RE1,LND,LNDBLT,2026,1,RE1,SummerDay,RE1,5.3424
RE1,LND,LNDBLT,2027,1,RE1,SummerDay,RE1,5.4096
RE1,LND,LNDBLT,2028,1,RE1,SummerDay,RE1,5.4432
RE1,LND,LNDBLT,2029,1,RE1,SummerDay,RE1,5.5104
RE1,LND,LNDBLT,2030,1,RE1,SummerDay,RE1,5.5776
RE1,LND,LNDBLT,2031,1,RE1,SummerDay,RE1,5.6112
RE1,LND,LNDBLT,2032,1,RE1,SummerDay,RE1,5.6784
RE1,LND,LNDBLT,2033,1,RE1,SummerDay,RE1,5.7456
RE1,LND,LNDBLT,2034,1,RE1,SummerDay,RE1,5.7792
RE1,LND,LNDBLT,2035,1,RE1,SummerDay,RE1,5.8464
RE1,WTRPRC,LNDBLT,2020,1,RE1,SummerDay,RE1,6.048
RE1,WTRPRC,LNDBLT,2021,1,RE1,SummerDay,RE1,6.1286
RE1,WTRPRC,LNDBLT,2022,1,RE1,SummerDay,RE1,6.169
RE1,WTRPRC,LNDBLT,2023,1,RE1,SummerDay,RE1,6.2496
RE1,WTRPRC,LNDBLT,2024,1,RE1,SummerDay,RE1,6.2899
RE1,WTRPRC,LNDBLT,2025,1,RE1,SummerDay,RE1,6.3706
RE1,WTRPRC,LNDBLT,2026,1,RE1,SummerDay,RE1,6.4109
RE1,WTRPRC,LNDBLT,2027,1,RE1,SummerDay,RE1,6.4915
RE1,WTRPRC,LNDBLT,2028,1,RE1,SummerDay,RE1,6.5318
RE1,WTRPRC,LNDBLT,2029,1,RE1,SummerDay,RE1,6.6125
RE1,WTRPRC,LNDBLT,2030,1,RE1,SummerDay,RE1,6.6931
RE1,WTRPRC,LNDBLT,2031,1,RE1,SummerDay,RE1,6.7334
RE1,WTRPRC,LNDBLT,2032,1,RE1,SummerDay,RE1,6.8141
RE1,WTRPRC,LNDBLT,2033,1,RE1,SummerDay,RE1,6.8947
RE1,WTRPRC,LNDBLT,2034,1,RE1,SummerDay,RE1,6.935
RE1,WTRPRC,LNDBLT,2035,1,RE1,SummerDay,RE1,7.0157
RE1,LND,LNDFOR,2020,1,RE1,SummerDay,RE1,85.2096
RE1,LND,LNDFOR,2021,1,RE1,SummerDay,RE1,85.1535
RE1,LND,LNDFOR,2022,1,RE1,SummerDay,RE1,85.1353
RE1,LND,LNDFOR,2023,1,RE1,SummerDay,RE1,85.0838
RE1,LND,LNDFOR,2024,1,RE1,SummerDay,RE1,85.1913
RE1,LND,LNDFOR,2025,1,RE1,SummerDay,RE1,85.2865
RE1,LND,LNDFOR,2026,1,RE1,SummerDay,RE1,85.2109
RE1,LND,LNDFOR,2027,1,RE1,SummerDay,RE1,85.101
RE1,LND,LNDFOR,2028,1,RE1,SummerDay,RE1,85.0163
RE1,LND,LNDFOR,2029,1,RE1,SummerDay,RE1,84.8978
RE1,LND,LNDFOR,2030,1,RE1,SummerDay,RE1,84.7785
RE1,LND,LNDFOR,2031,1,RE1,SummerDay,RE1,84.7785
RE1,LND,LNDFOR,2032,1,RE1,SummerDay,RE1,84.7785
RE1,LND,LNDFOR,2033,1,RE1,SummerDay,RE1,84.7785
RE1,LND,LNDFOR,2034,1,RE1,SummerDay,RE1,84.7785
RE1,LND,LNDFOR,2035,1,RE1,SummerDay,RE1,84.7785
RE1,WTRPRC,LNDFOR,2020,1,RE1,SummerDay,RE1,102.2515
RE1,WTRPRC,LNDFOR,2021,1,RE1,SummerDay,RE1,102.1841
RE1,WTRPRC,LNDFOR,2022,1,RE1,SummerDay,RE1,102.1623
RE1,WTRPRC,LNDFOR,2023,1,RE1,SummerDay,RE1,102.1006
RE1,WTRPRC,LNDFOR,2024,1,RE1,SummerDay,RE1,102.2296
RE1,WTRPRC,LNDFOR,2025,1,RE1,SummerDay,RE1,102.3438
RE1,WTRPRC,LNDFOR,2026,1,RE1,SummerDay,RE1,102.2531
RE1,WTRPRC,LNDFOR,2027,1,RE1,SummerDay,RE1,102.1212
RE1,WTRPRC,LNDFOR,2028,1,RE1,SummerDay,RE1,102.0196
RE1,WTRPRC,LNDFOR,2029,1,RE1,SummerDay,RE1,101.8774
RE1,WTRPRC,LNDFOR,2030,1,RE1,SummerDay,RE1,101.7342
RE1,WTRPRC,LNDFOR,2031,1,RE1,SummerDay,RE1,101.7342
RE1,WTRPRC,LNDFOR,2032,1,RE1,SummerDay,RE1,101.7342
RE1,WTRPRC,LNDFOR,2033,1,RE1,SummerDay,RE1,101.7342
RE1,WTRPRC,LNDFOR,2034,1,RE1,SummerDay,RE1,101.7342
RE1,WTRPRC,LNDFOR,2035,1,RE1,SummerDay,RE1,101.7342
RE1,AGRDSL,LNDMAIIRR,2020,1,RE1,SummerDay,RE1,0.0559
RE1,AGRDSL,LNDMAIIRR,2021,1,RE1,SummerDay,RE1,0.1215
RE1,AGRDSL,LNDMAIIRR,2022,1,RE1,SummerDay,RE1,0.1874
RE1,AGRDSL,LNDMAIIRR,2023,1,RE1,SummerDay,RE1,0.2529
RE1,AGRDSL,LNDMAIIRR,2024,1,RE1,SummerDay,RE1,0.3188
RE1,AGRDSL,LNDMAIIRR,2025,1,RE1,SummerDay,RE1,0.6396
RE1,AGRDSL,LNDMAIIRR,2026,1,RE1,SummerDay,RE1,0.6553
RE1,AGRDSL,LNDMAIIRR,2027,1,RE1,SummerDay,RE1,0.6714
RE1,AGRDSL,LNDMAIIRR,2028,1,RE1,SummerDay,RE1,0.6914
RE1,AGRDSL,LNDMAIIRR,2029,1,RE1,SummerDay,RE1,0.7114
RE1,AGRDSL,LNDMAIIRR,2030,1,RE1,SummerDay,RE1,0.7317
RE1,AGRDSL,LNDMAIIRR,2031,1,RE1,SummerDay,RE1,0.7521
RE1,AGRDSL,LNDMAIIRR,2032,1,RE1,SummerDay,RE1,0.7725
RE1,AGRDSL,LNDMAIIRR,2033,1,RE1,SummerDay,RE1,0.7928
RE1,AGRDSL,LNDMAIIRR,2034,1,RE1,SummerDay,RE1,0.8132
RE1,AGRDSL,LNDMAIIRR,2035,1,RE1,SummerDay,RE1,0.8339
RE1,AGRWAT,LNDMAIIRR,2020,1,RE1,SummerDay,RE1,0.0343
RE1,AGRWAT,LNDMAIIRR,2021,1,RE1,SummerDay,RE1,0.0744
RE1,AGRWAT,LNDMAIIRR,2022,1,RE1,SummerDay,RE1,0.1147
RE1,AGRWAT,LNDMAIIRR,2023,1,RE1,SummerDay,RE1,0.1549
RE1,AGRWAT,LNDMAIIRR,2024,1,RE1,SummerDay,RE1,0.1952
RE1,AGRWAT,LNDMAIIRR,2025,1,RE1,SummerDay,RE1,0.3916
RE1,AGRWAT,LNDMAIIRR,2026,1,RE1,SummerDay,RE1,0.4012
RE1,AGRWAT,LNDMAIIRR,2027,1,RE1,SummerDay,RE1,0.411
RE1,AGRWAT,LNDMAIIRR,2028,1,RE1,SummerDay,RE1,0.4233
RE1,AGRWAT,LNDMAIIRR,2029,1,RE1,SummerDay,RE1,0.4355
RE1,AGRWAT,LNDMAIIRR,2030,1,RE1,SummerDay,RE1,0.448
RE1,AGRWAT,LNDMAIIRR,2031,1,RE1,SummerDay,RE1,0.4605
RE1,AGRWAT,LNDMAIIRR,2032,1,RE1,SummerDay,RE1,0.4729
RE1,AGRWAT,LNDMAIIRR,2033,1,RE1,SummerDay,RE1,0.4854
RE1,AGRWAT,LNDMAIIRR,2034,1,RE1,SummerDay,RE1,0.4979
RE1,AGRWAT,LNDMAIIRR,2035,1,RE1,SummerDay,RE1,0.5106
RE1,LND,LNDMAIIRR,2020,1,RE1,SummerDay,RE1,0.1142
RE1,LND,LNDMAIIRR,2021,1,RE1,SummerDay,RE1,0.2479
RE1,LND,LNDMAIIRR,2022,1,RE1,SummerDay,RE1,0.3824
RE1,LND,LNDMAIIRR,2023,1,RE1,SummerDay,RE1,0.5162
RE1,LND,LNDMAIIRR,2024,1,RE1,SummerDay,RE1,0.6507
RE1,LND,LNDMAIIRR,2025,1,RE1,SummerDay,RE1,1.3053
RE1,LND,LNDMAIIRR,2026,1,RE1,SummerDay,RE1,1.3373
RE1,LND,LNDMAIIRR,2027,1,RE1,SummerDay,RE1,1.3701
RE1,LND,LNDMAIIRR,2028,1,RE1,SummerDay,RE1,1.411
RE1,LND,LNDMAIIRR,2029,1,RE1,SummerDay,RE1,1.4518
RE1,LND,LNDMAIIRR,2030,1,RE1,SummerDay,RE1,1.4934
RE1,LND,LNDMAIIRR,2031,1,RE1,SummerDay,RE1,1.5349
RE1,LND,LNDMAIIRR,2032,1,RE1,SummerDay,RE1,1.5764
RE1,LND,LNDMAIIRR,2033,1,RE1,SummerDay,RE1,1.618
RE1,LND,LNDMAIIRR,2034,1,RE1,SummerDay,RE1,1.6595
RE1,LND,LNDMAIIRR,2035,1,RE1,SummerDay,RE1,1.7018
RE1,WTRPRC,LNDMAIIRR,2020,1,RE1,SummerDay,RE1,0.137
RE1,WTRPRC,LNDMAIIRR,2021,1,RE1,SummerDay,RE1,0.2975
RE1,WTRPRC,LNDMAIIRR,2022,1,RE1,SummerDay,RE1,0.4589
RE1,WTRPRC,LNDMAIIRR,2023,1,RE1,SummerDay,RE1,0.6194
RE1,WTRPRC,LNDMAIIRR,2024,1,RE1,SummerDay,RE1,0.7808
RE1,WTRPRC,LNDMAIIRR,2025,1,RE1,SummerDay,RE1,1.5663
RE1,WTRPRC,LNDMAIIRR,2026,1,RE1,SummerDay,RE1,1.6048
RE1,WTRPRC,LNDMAIIRR,2027,1,RE1,SummerDay,RE1,1.6442
RE1,WTRPRC,LNDMAIIRR,2028,1,RE1,SummerDay,RE1,1.6932
RE1,WTRPRC,LNDMAIIRR,2029,1,RE1,SummerDay,RE1,1.7421
RE1,WTRPRC,LNDMAIIRR,2030,1,RE1,SummerDay,RE1,1.792
RE1,WTRPRC,LNDMAIIRR,2031,1,RE1,SummerDay,RE1,1.8419
RE1,WTRPRC,LNDMAIIRR,2032,1,RE1,SummerDay,RE1,1.8917
RE1,WTRPRC,LNDMAIIRR,2033,1,RE1,SummerDay,RE1,1.9416
RE1,WTRPRC,LNDMAIIRR,2034,1,RE1,SummerDay,RE1,1.9914
RE1,WTRPRC,LNDMAIIRR,2035,1,RE1,SummerDay,RE1,2.0422
RE1,AGRDSL,LNDMAIRNF,2020,1,RE1,SummerDay,RE1,0.405
RE1,AGRDSL,LNDMAIRNF,2021,1,RE1,SummerDay,RE1,0.3645
RE1,AGRDSL,LNDMAIRNF,2022,1,RE1,SummerDay,RE1,0.324
RE1,AGRDSL,LNDMAIRNF,2023,1,RE1,SummerDay,RE1,0.2835
RE1,AGRDSL,LNDMAIRNF,2024,1,RE1,SummerDay,RE1,0.243
RE1,LND,LNDMAIRNF,2020,1,RE1,SummerDay,RE1,1.3776
RE1,LND,LNDMAIRNF,2021,1,RE1,SummerDay,RE1,1.2398
RE1,LND,LNDMAIRNF,2022,1,RE1,SummerDay,RE1,1.1021
RE1,LND,LNDMAIRNF,2023,1,RE1,SummerDay,RE1,0.9643
RE1,LND,LNDMAIRNF,2024,1,RE1,SummerDay,RE1,0.8266
RE1,WTRPRC,LNDMAIRNF,2020,1,RE1,SummerDay,RE1,1.6531
RE1,WTRPRC,LNDMAIRNF,2021,1,RE1,SummerDay,RE1,1.4878
RE1,WTRPRC,LNDMAIRNF,2022,1,RE1,SummerDay,RE1,1.3225
RE1,WTRPRC,LNDMAIRNF,2023,1,RE1,SummerDay,RE1,1.1572
RE1,WTRPRC,LNDMAIRNF,2024,1,RE1,SummerDay,RE1,0.9919
RE1,AGRDSL,LNDRICIRR,2020,1,RE1,SummerDay,RE1,0.0906
RE1,AGRDSL,LNDRICIRR,2021,1,RE1,SummerDay,RE1,0.1049
RE1,AGRDSL,LNDRICIRR,2022,1,RE1,SummerDay,RE1,0.1225
RE1,AGRDSL,LNDRICIRR,2023,1,RE1,SummerDay,RE1,0.1401
RE1,AGRDSL,LNDRICIRR,2024,1,RE1,SummerDay,RE1,0.2366
RE1,AGRDSL,LNDRICIRR,2025,1,RE1,SummerDay,RE1,0.2413
RE1,AGRDSL,LNDRICIRR,2026,1,RE1,SummerDay,RE1,0.2461
RE1,AGRDSL,LNDRICIRR,2027,1,RE1,SummerDay,RE1,0.251
RE1,AGRDSL,LNDRICIRR,2028,1,RE1,SummerDay,RE1,0.256
RE1,AGRDSL,LNDRICIRR,2029,1,RE1,SummerDay,RE1,0.2612
RE1,AGRDSL,LNDRICIRR,2030,1,RE1,SummerDay,RE1,0.2663
